Data,Prezzo,Giorni_dal_lancio,Trimestre,Modello
2024-05-03,699.0,595,T7,iPhone14
2024-05-04,699.0,596,T7,iPhone14
2024-05-05,699.0,597,T7,iPhone14
2024-05-06,699.0,598,T7,iPhone14
2024-05-07,699.0,599,T7,iPhone14
2024-05-08,699.0,600,T7,iPhone14
2024-05-09,699.0,601,T7,iPhone14
2024-05-10,699.0,602,T7,iPhone14
2024-05-11,699.0,603,T7,iPhone14
2024-05-12,699.0,604,T7,iPhone14
2024-05-13,699.0,605,T7,iPhone14
2024-05-14,699.0,606,T7,iPhone14
2024-05-15,699.0,607,T7,iPhone14
2024-05-16,699.0,608,T7,iPhone14
2024-05-17,699.0,609,T7,iPhone14
2024-05-18,699.0,610,T7,iPhone14
2024-05-19,699.0,611,T7,iPhone14
2024-05-20,699.0,612,T7,iPhone14
2024-05-21,699.0,613,T7,iPhone14
2024-05-22,699.0,614,T7,iPhone14
2024-05-23,699.0,615,T7,iPhone14
2024-05-24,699.0,616,T7,iPhone14
2024-05-25,699.0,617,T7,iPhone14
2024-05-26,699.0,618,T7,iPhone14
2024-05-27,699.0,619,T7,iPhone14
2024-05-28,699.0,620,T7,iPhone14
2024-05-29,699.0,621,T7,iPhone14
2024-05-30,699.0,622,T7,iPhone14
2024-05-31,699.0,623,T7,iPhone14
2024-06-01,699.0,624,T7,iPhone14
2024-06-02,699.0,625,T7,iPhone14
2024-06-03,699.0,626,T7,iPhone14
2024-06-04,699.0,627,T7,iPhone14
2024-06-05,699.0,628,T7,iPhone14
2024-06-06,699.0,629,T7,iPhone14
2024-06-07,699.0,630,T7,iPhone14
2024-06-08,699.0,631,T7,iPhone14
2024-06-09,699.0,632,T7,iPhone14
2024-06-10,699.0,633,T7,iPhone14
2024-06-11,699.0,634,T7,iPhone14
2024-06-12,699.0,635,T7,iPhone14
2024-06-13,699.0,636,T8,iPhone14
2024-06-14,699.0,637,T8,iPhone14
2024-06-15,699.0,638,T8,iPhone14
