Data,Prezzo,Giorni_dal_lancio,Trimestre,Modello
2022-11-28,1029.0,73,T1,iPhone14
2022-11-29,1029.0,74,T1,iPhone14
2022-11-30,1029.0,75,T1,iPhone14
2022-12-01,949.0,76,T1,iPhone14
2022-12-02,949.0,77,T1,iPhone14
2022-12-03,949.0,78,T1,iPhone14
2022-12-04,949.0,79,T1,iPhone14
2022-12-05,949.0,80,T1,iPhone14
2022-12-06,949.0,81,T1,iPhone14
2022-12-07,949.0,82,T1,iPhone14
2022-12-08,949.0,83,T1,iPhone14
2022-12-09,899.0,84,T1,iPhone14
2022-12-10,899.0,85,T1,iPhone14
2022-12-11,899.0,86,T1,iPhone14
2022-12-12,899.0,87,T1,iPhone14
2022-12-13,999.0,88,T1,iPhone14
2022-12-14,999.0,89,T1,iPhone14
2022-12-15,999.0,90,T1,iPhone14
2022-12-16,949.0,91,T2,iPhone14
2022-12-17,949.0,92,T2,iPhone14
2022-12-18,949.0,93,T2,iPhone14
2022-12-19,949.0,94,T2,iPhone14
2022-12-20,949.0,95,T2,iPhone14
2022-12-21,949.0,96,T2,iPhone14
2022-12-22,949.0,97,T2,iPhone14
2022-12-23,949.0,98,T2,iPhone14
2022-12-24,949.0,99,T2,iPhone14
2022-12-25,949.0,100,T2,iPhone14
2022-12-26,949.0,101,T2,iPhone14
2022-12-27,949.0,102,T2,iPhone14
2022-12-28,949.0,103,T2,iPhone14
2022-12-29,949.0,104,T2,iPhone14
2022-12-30,949.0,105,T2,iPhone14
2022-12-31,949.0,106,T2,iPhone14
2023-01-01,899.0,107,T2,iPhone14
2023-01-02,899.0,108,T2,iPhone14
2023-01-03,899.0,109,T2,iPhone14
2023-01-04,899.0,110,T2,iPhone14
2023-01-05,899.0,111,T2,iPhone14
2023-01-06,899.0,112,T2,iPhone14
2023-01-07,899.0,113,T2,iPhone14
2023-01-08,899.0,114,T2,iPhone14
2023-01-09,899.0,115,T2,iPhone14
2023-01-10,899.0,116,T2,iPhone14
2023-01-11,899.0,117,T2,iPhone14
2023-01-12,899.0,118,T2,iPhone14
2023-01-13,899.0,119,T2,iPhone14
2023-01-14,899.0,120,T2,iPhone14
2023-01-15,899.0,121,T2,iPhone14
2023-01-16,899.0,122,T2,iPhone14
2023-01-17,899.0,123,T2,iPhone14
2023-01-18,899.0,124,T2,iPhone14
2023-01-19,899.0,125,T2,iPhone14
2023-01-20,899.0,126,T2,iPhone14
2023-01-21,899.0,127,T2,iPhone14
2023-01-22,899.0,128,T2,iPhone14
2023-01-23,899.0,129,T2,iPhone14
2023-01-24,899.0,130,T2,iPhone14
2023-01-25,899.0,131,T2,iPhone14
2023-01-26,899.0,132,T2,iPhone14
2023-01-27,899.0,133,T2,iPhone14
2023-01-28,899.0,134,T2,iPhone14
2023-01-29,899.0,135,T2,iPhone14
2023-01-30,899.0,136,T2,iPhone14
2023-01-31,899.0,137,T2,iPhone14
2023-02-01,899.0,138,T2,iPhone14
2023-02-02,899.0,139,T2,iPhone14
2023-02-03,899.0,140,T2,iPhone14
2023-02-04,899.0,141,T2,iPhone14
2023-02-05,899.0,142,T2,iPhone14
2023-02-06,899.0,143,T2,iPhone14
2023-02-07,899.0,144,T2,iPhone14
2023-02-08,899.0,145,T2,iPhone14
2023-02-09,899.0,146,T2,iPhone14
2023-02-10,899.0,147,T2,iPhone14
2023-02-11,899.0,148,T2,iPhone14
2023-02-12,899.0,149,T2,iPhone14
2023-02-13,899.0,150,T2,iPhone14
2023-02-14,899.0,151,T2,iPhone14
2023-02-15,899.0,152,T2,iPhone14
2023-02-16,899.0,153,T2,iPhone14
2023-02-17,899.0,154,T2,iPhone14
2023-02-18,899.0,155,T2,iPhone14
2023-02-19,899.0,156,T2,iPhone14
2023-02-20,899.0,157,T2,iPhone14
2023-02-21,899.0,158,T2,iPhone14
2023-02-22,899.0,159,T2,iPhone14
2023-02-23,899.0,160,T2,iPhone14
2023-02-24,899.0,161,T2,iPhone14
2023-02-25,899.0,162,T2,iPhone14
2023-02-26,899.0,163,T2,iPhone14
2023-02-27,899.0,164,T2,iPhone14
2023-02-28,899.0,165,T2,iPhone14
2023-03-01,899.0,166,T2,iPhone14
2023-03-02,889.0,167,T2,iPhone14
2023-03-03,889.0,168,T2,iPhone14
2023-03-04,889.0,169,T2,iPhone14
2023-03-05,889.0,170,T2,iPhone14
2023-03-06,889.0,171,T2,iPhone14
2023-03-07,889.0,172,T2,iPhone14
2023-03-08,889.0,173,T2,iPhone14
2023-03-09,879.0,174,T2,iPhone14
2023-03-10,879.0,175,T2,iPhone14
2023-03-11,879.0,176,T2,iPhone14
2023-03-12,879.0,177,T2,iPhone14
2023-03-13,879.0,178,T2,iPhone14
2023-03-14,879.0,179,T2,iPhone14
2023-03-15,879.0,180,T2,iPhone14
2023-03-16,899.0,181,T3,iPhone14
2023-03-17,899.0,182,T3,iPhone14
2023-03-18,899.0,183,T3,iPhone14
2023-03-19,899.0,184,T3,iPhone14
2023-03-20,899.0,185,T3,iPhone14
2023-03-21,899.0,186,T3,iPhone14
2023-03-22,899.0,187,T3,iPhone14
2023-03-23,899.0,188,T3,iPhone14
2023-03-24,899.0,189,T3,iPhone14
2023-03-25,899.0,190,T3,iPhone14
2023-03-26,899.0,191,T3,iPhone14
2023-03-27,899.0,192,T3,iPhone14
2023-03-28,899.0,193,T3,iPhone14
2023-03-29,899.0,194,T3,iPhone14
2023-03-30,899.0,195,T3,iPhone14
2023-03-31,899.0,196,T3,iPhone14
2023-04-01,899.0,197,T3,iPhone14
2023-04-02,899.0,198,T3,iPhone14
2023-04-03,899.0,199,T3,iPhone14
2023-04-04,899.0,200,T3,iPhone14
2023-04-05,899.0,201,T3,iPhone14
2023-04-06,899.0,202,T3,iPhone14
2023-04-07,899.0,203,T3,iPhone14
2023-04-08,899.0,204,T3,iPhone14
2023-04-09,899.0,205,T3,iPhone14
2023-04-10,899.0,206,T3,iPhone14
2023-04-11,899.0,207,T3,iPhone14
2023-04-12,899.0,208,T3,iPhone14
2023-04-13,899.0,209,T3,iPhone14
2023-04-14,899.0,210,T3,iPhone14
2023-04-15,899.0,211,T3,iPhone14
2023-04-16,899.0,212,T3,iPhone14
2023-04-17,899.0,213,T3,iPhone14
2023-04-18,899.0,214,T3,iPhone14
2023-04-19,899.0,215,T3,iPhone14
2023-04-20,899.0,216,T3,iPhone14
2023-04-21,899.0,217,T3,iPhone14
2023-04-22,899.0,218,T3,iPhone14
2023-04-23,899.0,219,T3,iPhone14
2023-04-24,899.0,220,T3,iPhone14
2023-04-25,899.0,221,T3,iPhone14
2023-04-26,899.0,222,T3,iPhone14
2023-04-27,899.0,223,T3,iPhone14
2023-04-28,899.0,224,T3,iPhone14
2023-04-29,829.0,225,T3,iPhone14
2023-04-30,829.0,226,T3,iPhone14
2023-05-01,829.0,227,T3,iPhone14
2023-05-02,829.0,228,T3,iPhone14
2023-05-03,829.0,229,T3,iPhone14
2023-05-04,829.0,230,T3,iPhone14
2023-05-05,829.0,231,T3,iPhone14
2023-05-06,829.0,232,T3,iPhone14
2023-05-07,829.0,233,T3,iPhone14
2023-05-08,829.0,234,T3,iPhone14
2023-05-09,829.0,235,T3,iPhone14
2023-05-10,829.0,236,T3,iPhone14
2023-05-11,829.0,237,T3,iPhone14
2023-05-12,829.0,238,T3,iPhone14
2023-05-13,799.0,239,T3,iPhone14
2023-05-14,799.0,240,T3,iPhone14
2023-05-15,799.0,241,T3,iPhone14
2023-05-16,799.0,242,T3,iPhone14
2023-05-17,799.0,243,T3,iPhone14
2023-05-18,799.0,244,T3,iPhone14
2023-05-19,799.0,245,T3,iPhone14
2023-05-20,799.0,246,T3,iPhone14
2023-05-21,799.0,247,T3,iPhone14
2023-05-22,799.0,248,T3,iPhone14
2023-05-23,799.0,249,T3,iPhone14
2023-05-24,859.0,250,T3,iPhone14
2023-05-25,859.0,251,T3,iPhone14
2023-05-26,859.0,252,T3,iPhone14
2023-05-27,859.0,253,T3,iPhone14
2023-05-28,829.0,254,T3,iPhone14
2023-05-29,829.0,255,T3,iPhone14
2023-05-30,829.0,256,T3,iPhone14
2023-05-31,829.0,257,T3,iPhone14
2023-06-01,829.0,258,T3,iPhone14
2023-06-02,829.0,259,T3,iPhone14
2023-06-03,829.0,260,T3,iPhone14
2023-06-04,829.0,261,T3,iPhone14
2023-06-05,829.0,262,T3,iPhone14
2023-06-06,829.0,263,T3,iPhone14
2023-06-07,829.0,264,T3,iPhone14
2023-06-08,829.0,265,T3,iPhone14
2023-06-09,829.0,266,T3,iPhone14
2023-06-10,829.0,267,T3,iPhone14
2023-06-11,829.0,268,T3,iPhone14
2023-06-12,829.0,269,T3,iPhone14
2023-06-13,829.0,270,T3,iPhone14
2023-06-14,829.0,271,T4,iPhone14
2023-06-15,829.0,272,T4,iPhone14
2023-06-16,829.0,273,T4,iPhone14
2023-06-17,829.0,274,T4,iPhone14
2023-06-18,829.0,275,T4,iPhone14
2023-06-19,829.0,276,T4,iPhone14
2023-06-20,829.0,277,T4,iPhone14
2023-06-21,829.0,278,T4,iPhone14
2023-06-22,829.0,279,T4,iPhone14
2023-06-23,829.0,280,T4,iPhone14
2023-06-24,829.0,281,T4,iPhone14
2023-06-25,829.0,282,T4,iPhone14
2023-06-26,829.0,283,T4,iPhone14
2023-06-27,829.0,284,T4,iPhone14
2023-06-28,829.0,285,T4,iPhone14
2023-06-29,829.0,286,T4,iPhone14
2023-06-30,829.0,287,T4,iPhone14
2023-07-01,829.0,288,T4,iPhone14
2023-07-02,829.0,289,T4,iPhone14
2023-07-03,829.0,290,T4,iPhone14
2023-07-04,829.0,291,T4,iPhone14
2023-07-05,829.0,292,T4,iPhone14
2023-07-06,829.0,293,T4,iPhone14
2023-07-07,799.0,294,T4,iPhone14
2023-07-08,799.0,295,T4,iPhone14
2023-07-09,799.0,296,T4,iPhone14
2023-07-10,799.0,297,T4,iPhone14
2023-07-11,799.0,298,T4,iPhone14
2023-07-12,799.0,299,T4,iPhone14
2023-07-13,799.0,300,T4,iPhone14
2023-07-14,799.0,301,T4,iPhone14
2023-07-15,799.0,302,T4,iPhone14
2023-07-16,799.0,303,T4,iPhone14
2023-07-17,799.0,304,T4,iPhone14
2023-07-18,799.0,305,T4,iPhone14
2023-07-19,829.0,306,T4,iPhone14
2023-07-20,829.0,307,T4,iPhone14
2023-07-21,829.0,308,T4,iPhone14
2023-07-22,829.0,309,T4,iPhone14
2023-07-23,829.0,310,T4,iPhone14
2023-07-24,829.0,311,T4,iPhone14
2023-07-25,829.0,312,T4,iPhone14
2023-07-26,829.0,313,T4,iPhone14
2023-07-27,829.0,314,T4,iPhone14
2023-07-28,799.0,315,T4,iPhone14
2023-07-29,799.0,316,T4,iPhone14
2023-07-30,799.0,317,T4,iPhone14
2023-07-31,799.0,318,T4,iPhone14
2023-08-01,799.0,319,T4,iPhone14
2023-08-02,799.0,320,T4,iPhone14
2023-08-03,799.0,321,T4,iPhone14
2023-08-04,799.0,322,T4,iPhone14
2023-08-05,799.0,323,T4,iPhone14
2023-08-06,799.0,324,T4,iPhone14
2023-08-07,799.0,325,T4,iPhone14
2023-08-08,799.0,326,T4,iPhone14
2023-08-09,829.0,327,T4,iPhone14
2023-08-10,829.0,328,T4,iPhone14
2023-08-11,829.0,329,T4,iPhone14
2023-08-12,829.0,330,T4,iPhone14
2023-08-13,829.0,331,T4,iPhone14
2023-08-14,829.0,332,T4,iPhone14
2023-08-15,829.0,333,T4,iPhone14
2023-08-16,829.0,334,T4,iPhone14
2023-08-17,829.0,335,T4,iPhone14
2023-08-18,829.0,336,T4,iPhone14
2023-08-19,829.0,337,T4,iPhone14
2023-08-20,829.0,338,T4,iPhone14
2023-08-21,829.0,339,T4,iPhone14
2023-08-22,829.0,340,T4,iPhone14
2023-08-23,829.0,341,T4,iPhone14
2023-08-24,829.0,342,T4,iPhone14
2023-08-25,829.0,343,T4,iPhone14
2023-08-26,829.0,344,T4,iPhone14
2023-08-27,829.0,345,T4,iPhone14
2023-08-28,829.0,346,T4,iPhone14
2023-08-29,829.0,347,T4,iPhone14
2023-08-30,829.0,348,T4,iPhone14
2023-08-31,829.0,349,T4,iPhone14
2023-09-01,829.0,350,T4,iPhone14
2023-09-02,829.0,351,T4,iPhone14
2023-09-03,829.0,352,T4,iPhone14
2023-09-04,829.0,353,T4,iPhone14
2023-09-05,829.0,354,T4,iPhone14
2023-09-06,829.0,355,T4,iPhone14
2023-09-07,829.0,356,T4,iPhone14
2023-09-08,829.0,357,T4,iPhone14
2023-09-09,829.0,358,T4,iPhone14
2023-09-10,829.0,359,T4,iPhone14
2023-09-11,799.0,360,T4,iPhone14
2023-09-12,799.0,361,T4,iPhone14
2023-09-13,799.0,362,T4,iPhone14
2023-09-14,799.0,363,T4,iPhone14
2023-09-15,799.0,364,T4,iPhone14
2023-09-16,799.0,365,T4,iPhone14
2023-09-17,799.0,366,T5,iPhone14
2023-09-18,799.0,367,T5,iPhone14
2023-09-19,799.0,368,T5,iPhone14
2023-09-20,799.0,369,T5,iPhone14
2023-09-21,799.0,370,T5,iPhone14
2023-09-22,799.0,371,T5,iPhone14
2023-09-23,799.0,372,T5,iPhone14
2023-09-24,799.0,373,T5,iPhone14
2023-09-25,799.0,374,T5,iPhone14
2023-09-26,799.0,375,T5,iPhone14
2023-09-27,799.0,376,T5,iPhone14
2023-09-28,799.0,377,T5,iPhone14
2023-09-29,799.0,378,T5,iPhone14
2023-09-30,799.0,379,T5,iPhone14
2023-10-01,799.0,380,T5,iPhone14
2023-10-02,799.0,381,T5,iPhone14
2023-10-03,799.0,382,T5,iPhone14
2023-10-04,799.0,383,T5,iPhone14
2023-10-05,799.0,384,T5,iPhone14
2023-10-06,799.0,385,T5,iPhone14
2023-10-07,799.0,386,T5,iPhone14
2023-10-08,799.0,387,T5,iPhone14
2023-10-09,799.0,388,T5,iPhone14
2023-10-10,799.0,389,T5,iPhone14
2023-10-11,799.0,390,T5,iPhone14
2023-10-12,799.0,391,T5,iPhone14
2023-10-13,799.0,392,T5,iPhone14
2023-10-14,799.0,393,T5,iPhone14
2023-10-15,799.0,394,T5,iPhone14
2023-10-16,799.0,395,T5,iPhone14
2023-10-17,799.0,396,T5,iPhone14
2023-10-18,799.0,397,T5,iPhone14
2023-10-19,799.0,398,T5,iPhone14
2023-10-20,799.0,399,T5,iPhone14
2023-10-21,799.0,400,T5,iPhone14
2023-10-22,799.0,401,T5,iPhone14
2023-10-23,799.0,402,T5,iPhone14
2023-10-24,799.0,403,T5,iPhone14
2023-10-25,799.0,404,T5,iPhone14
2023-10-26,799.0,405,T5,iPhone14
2023-10-27,799.0,406,T5,iPhone14
2023-10-28,799.0,407,T5,iPhone14
2023-10-29,799.0,408,T5,iPhone14
2023-10-30,799.0,409,T5,iPhone14
2023-10-31,799.0,410,T5,iPhone14
2023-11-01,769.0,411,T5,iPhone14
2023-11-01,799.0,411,T5,iPhone14
2023-11-02,799.0,412,T5,iPhone14
2023-11-02,769.0,412,T5,iPhone14
2023-11-03,799.0,413,T5,iPhone14
2023-11-03,769.0,413,T5,iPhone14
2023-11-04,799.0,414,T5,iPhone14
2023-11-04,769.0,414,T5,iPhone14
2023-11-05,799.0,415,T5,iPhone14
2023-11-05,769.0,415,T5,iPhone14
2023-11-06,799.0,416,T5,iPhone14
2023-11-06,769.0,416,T5,iPhone14
2023-11-07,799.0,417,T5,iPhone14
2023-11-07,769.0,417,T5,iPhone14
2023-11-08,799.0,418,T5,iPhone14
2023-11-08,769.0,418,T5,iPhone14
2023-11-09,769.0,419,T5,iPhone14
2023-11-09,799.0,419,T5,iPhone14
2023-11-10,769.0,420,T5,iPhone14
2023-11-10,799.0,420,T5,iPhone14
2023-11-11,749.0,421,T5,iPhone14
2023-11-11,799.0,421,T5,iPhone14
2023-11-12,799.0,422,T5,iPhone14
2023-11-12,749.0,422,T5,iPhone14
2023-11-13,799.0,423,T5,iPhone14
2023-11-13,749.0,423,T5,iPhone14
2023-11-14,749.0,424,T5,iPhone14
2023-11-14,799.0,424,T5,iPhone14
2023-11-15,749.0,425,T5,iPhone14
2023-11-15,799.0,425,T5,iPhone14
2023-11-16,799.0,426,T5,iPhone14
2023-11-16,749.0,426,T5,iPhone14
2023-11-17,749.0,427,T5,iPhone14
2023-11-17,799.0,427,T5,iPhone14
2023-11-18,799.0,428,T5,iPhone14
2023-11-18,749.0,428,T5,iPhone14
2023-11-19,799.0,429,T5,iPhone14
2023-11-19,749.0,429,T5,iPhone14
2023-11-20,799.0,430,T5,iPhone14
2023-11-20,749.0,430,T5,iPhone14
2023-11-21,799.0,431,T5,iPhone14
2023-11-21,749.0,431,T5,iPhone14
2023-11-22,799.0,432,T5,iPhone14
2023-11-22,749.0,432,T5,iPhone14
2023-11-23,799.0,433,T5,iPhone14
2023-11-23,749.0,433,T5,iPhone14
2023-11-24,749.0,434,T5,iPhone14
2023-11-24,799.0,434,T5,iPhone14
2023-11-25,749.0,435,T5,iPhone14
2023-11-25,799.0,435,T5,iPhone14
2023-11-26,749.0,436,T5,iPhone14
2023-11-26,799.0,436,T5,iPhone14
2023-11-27,749.0,437,T5,iPhone14
2023-11-27,799.0,437,T5,iPhone14
2023-11-28,799.0,438,T5,iPhone14
2023-11-28,749.0,438,T5,iPhone14
2023-11-29,799.0,439,T5,iPhone14
2023-11-29,749.0,439,T5,iPhone14
2023-11-30,799.0,440,T5,iPhone14
2023-11-30,749.0,440,T5,iPhone14
2023-12-01,749.0,441,T5,iPhone14
2023-12-02,749.0,442,T5,iPhone14
2023-12-03,749.0,443,T5,iPhone14
2023-12-04,749.0,444,T5,iPhone14
2023-12-05,749.0,445,T5,iPhone14
2023-12-06,749.0,446,T5,iPhone14
2023-12-07,749.0,447,T5,iPhone14
2023-12-08,749.0,448,T5,iPhone14
2023-12-09,749.0,449,T5,iPhone14
2023-12-10,749.0,450,T5,iPhone14
2023-12-11,749.0,451,T5,iPhone14
2023-12-12,749.0,452,T5,iPhone14
2023-12-13,749.0,453,T5,iPhone14
2023-12-14,749.0,454,T5,iPhone14
2023-12-15,749.0,455,T5,iPhone14
2023-12-16,749.0,456,T6,iPhone14
2023-12-17,749.0,457,T6,iPhone14
2023-12-18,749.0,458,T6,iPhone14
2023-12-19,749.0,459,T6,iPhone14
2023-12-20,749.0,460,T6,iPhone14
2023-12-21,749.0,461,T6,iPhone14
2023-12-22,749.0,462,T6,iPhone14
2023-12-23,749.0,463,T6,iPhone14
2023-12-24,749.0,464,T6,iPhone14
2023-12-25,749.0,465,T6,iPhone14
2023-12-26,749.0,466,T6,iPhone14
2023-12-27,749.0,467,T6,iPhone14
2023-12-28,749.0,468,T6,iPhone14
2023-12-29,749.0,469,T6,iPhone14
2023-12-30,749.0,470,T6,iPhone14
2023-12-31,749.0,471,T6,iPhone14
2024-01-01,749.0,472,T6,iPhone14
2024-01-02,749.0,473,T6,iPhone14
2024-01-03,749.0,474,T6,iPhone14
2024-01-04,749.0,475,T6,iPhone14
2024-01-05,749.0,476,T6,iPhone14
2024-01-06,749.0,477,T6,iPhone14
2024-01-07,749.0,478,T6,iPhone14
2024-01-08,749.0,479,T6,iPhone14
2024-01-09,749.0,480,T6,iPhone14
2024-01-10,749.0,481,T6,iPhone14
2024-01-11,749.0,482,T6,iPhone14
2024-01-12,749.0,483,T6,iPhone14
2024-01-13,749.0,484,T6,iPhone14
2024-01-14,749.0,485,T6,iPhone14
2024-01-15,749.0,486,T6,iPhone14
2024-01-16,749.0,487,T6,iPhone14
2024-01-17,749.0,488,T6,iPhone14
2024-01-18,749.0,489,T6,iPhone14
2024-01-19,749.0,490,T6,iPhone14
2024-01-20,749.0,491,T6,iPhone14
2024-01-21,729.0,492,T6,iPhone14
2024-01-22,729.0,493,T6,iPhone14
2024-01-23,729.0,494,T6,iPhone14
2024-01-24,729.0,495,T6,iPhone14
2024-01-25,729.0,496,T6,iPhone14
2024-01-26,729.0,497,T6,iPhone14
2024-01-27,729.0,498,T6,iPhone14
2024-01-28,729.0,499,T6,iPhone14
2024-01-29,729.0,500,T6,iPhone14
2024-01-30,729.0,501,T6,iPhone14
2024-01-31,729.0,502,T6,iPhone14
2024-02-01,729.0,503,T6,iPhone14
2024-02-02,729.0,504,T6,iPhone14
2024-02-03,729.0,505,T6,iPhone14
2024-02-04,729.0,506,T6,iPhone14
2024-02-05,729.0,507,T6,iPhone14
2024-02-06,729.0,508,T6,iPhone14
2024-02-07,729.0,509,T6,iPhone14
2024-02-08,729.0,510,T6,iPhone14
2024-02-09,729.0,511,T6,iPhone14
2024-02-10,729.0,512,T6,iPhone14
2024-02-11,729.0,513,T6,iPhone14
2024-02-12,729.0,514,T6,iPhone14
2024-02-13,729.0,515,T6,iPhone14
2024-02-14,729.0,516,T6,iPhone14
2024-02-15,729.0,517,T6,iPhone14
2024-02-16,729.0,518,T6,iPhone14
2024-02-17,729.0,519,T6,iPhone14
2024-02-18,729.0,520,T6,iPhone14
2024-02-19,729.0,521,T6,iPhone14
2024-02-20,729.0,522,T6,iPhone14
2024-02-21,699.0,523,T6,iPhone14
2024-02-22,699.0,524,T6,iPhone14
2024-02-23,699.0,525,T6,iPhone14
2024-02-24,699.0,526,T6,iPhone14
2024-02-25,699.0,527,T6,iPhone14
2024-02-26,699.0,528,T6,iPhone14
2024-02-27,699.0,529,T6,iPhone14
2024-02-28,699.0,530,T6,iPhone14
2024-02-29,699.0,531,T6,iPhone14
2024-03-01,699.0,532,T6,iPhone14
2024-03-02,699.0,533,T6,iPhone14
2024-03-03,699.0,534,T6,iPhone14
2024-03-04,699.0,535,T6,iPhone14
2024-03-05,699.0,536,T6,iPhone14
2024-03-06,699.0,537,T6,iPhone14
2024-03-07,699.0,538,T6,iPhone14
2024-03-08,699.0,539,T6,iPhone14
2024-03-09,699.0,540,T6,iPhone14
2024-03-10,699.0,541,T6,iPhone14
2024-03-11,699.0,542,T6,iPhone14
2024-03-12,699.0,543,T6,iPhone14
2024-03-13,699.0,544,T6,iPhone14
2024-03-14,699.0,545,T6,iPhone14
2024-03-15,699.0,546,T7,iPhone14
2024-03-16,699.0,547,T7,iPhone14
2024-03-17,699.0,548,T7,iPhone14
2024-03-18,699.0,549,T7,iPhone14
2024-03-19,699.0,550,T7,iPhone14
2024-03-20,699.0,551,T7,iPhone14
2024-03-21,699.0,552,T7,iPhone14
2024-03-22,699.0,553,T7,iPhone14
2024-03-23,649.0,554,T7,iPhone14
2024-03-23,699.0,554,T7,iPhone14
2024-03-24,699.0,555,T7,iPhone14
2024-03-24,649.0,555,T7,iPhone14
2024-03-25,699.0,556,T7,iPhone14
2024-03-25,649.0,556,T7,iPhone14
2024-03-26,699.0,557,T7,iPhone14
2024-03-26,649.0,557,T7,iPhone14
2024-03-27,699.0,558,T7,iPhone14
2024-03-27,649.0,558,T7,iPhone14
2024-03-28,649.0,559,T7,iPhone14
2024-03-29,649.0,560,T7,iPhone14
2024-03-30,649.0,561,T7,iPhone14
2024-03-31,649.0,562,T7,iPhone14
2024-04-01,649.0,563,T7,iPhone14
2024-04-02,649.0,564,T7,iPhone14
2024-04-03,649.0,565,T7,iPhone14
2024-04-04,649.0,566,T7,iPhone14
2024-04-05,699.0,567,T7,iPhone14
2024-04-06,699.0,568,T7,iPhone14
2024-04-07,699.0,569,T7,iPhone14
2024-04-08,699.0,570,T7,iPhone14
2024-04-09,699.0,571,T7,iPhone14
2024-04-10,699.0,572,T7,iPhone14
2024-04-11,699.0,573,T7,iPhone14
2024-04-12,699.0,574,T7,iPhone14
2024-04-13,699.0,575,T7,iPhone14
2024-04-14,699.0,576,T7,iPhone14
2024-04-15,699.0,577,T7,iPhone14
2024-04-16,699.0,578,T7,iPhone14
2024-04-17,699.0,579,T7,iPhone14
2024-04-18,699.0,580,T7,iPhone14
2024-04-19,699.0,581,T7,iPhone14
2024-04-20,699.0,582,T7,iPhone14
2024-04-21,699.0,583,T7,iPhone14
2024-04-22,699.0,584,T7,iPhone14
2024-04-23,699.0,585,T7,iPhone14
2024-04-24,699.0,586,T7,iPhone14
2024-04-25,699.0,587,T7,iPhone14
2024-04-26,699.0,588,T7,iPhone14
2024-04-27,699.0,589,T7,iPhone14
2024-04-28,699.0,590,T7,iPhone14
2024-04-29,699.0,591,T7,iPhone14
2024-04-30,699.0,592,T7,iPhone14
2024-05-01,699.0,593,T7,iPhone14
2024-05-02,699.0,594,T7,iPhone14
