Data,Prezzo,Giorni_dal_lancio,Trimestre,Modello
2023-12-03,949.0,78,T1,iPhone15
2023-12-04,949.0,79,T1,iPhone15
2023-12-05,899.0,80,T1,iPhone15
2023-12-06,899.0,81,T1,iPhone15
2023-12-07,979.0,82,T1,iPhone15
2023-12-08,879.0,83,T1,iPhone15
2023-12-09,879.0,84,T1,iPhone15
2023-12-10,879.0,85,T1,iPhone15
2023-12-11,879.0,86,T1,iPhone15
2023-12-12,839.0,87,T1,iPhone15
2023-12-13,879.0,88,T1,iPhone15
2023-12-14,839.0,89,T1,iPhone15
2023-12-15,839.0,90,T1,iPhone15
2023-12-16,879.0,91,T2,iPhone15
2023-12-17,839.0,92,T2,iPhone15
2023-12-18,899.0,93,T2,iPhone15
2023-12-19,899.0,94,T2,iPhone15
2023-12-20,899.0,95,T2,iPhone15
2023-12-21,899.0,96,T2,iPhone15
2023-12-22,899.0,97,T2,iPhone15
2023-12-23,839.0,98,T2,iPhone15
2023-12-24,899.0,99,T2,iPhone15
2023-12-25,979.0,100,T2,iPhone15
2023-12-26,899.0,101,T2,iPhone15
2023-12-27,899.0,102,T2,iPhone15
2023-12-28,899.0,103,T2,iPhone15
2023-12-29,899.0,104,T2,iPhone15
2023-12-30,899.0,105,T2,iPhone15
2023-12-31,899.0,106,T2,iPhone15
2024-01-01,899.0,107,T2,iPhone15
2024-01-02,899.0,108,T2,iPhone15
2024-01-03,859.0,109,T2,iPhone15
2024-01-04,859.0,110,T2,iPhone15
2024-01-05,859.0,111,T2,iPhone15
2024-01-06,859.0,112,T2,iPhone15
2024-01-07,859.0,113,T2,iPhone15
2024-01-08,859.0,114,T2,iPhone15
2024-01-09,859.0,115,T2,iPhone15
2024-01-10,859.0,116,T2,iPhone15
2024-01-11,859.0,117,T2,iPhone15
2024-01-11,849.0,117,T2,iPhone15
2024-01-12,849.0,118,T2,iPhone15
2024-01-13,849.0,119,T2,iPhone15
2024-01-14,849.0,120,T2,iPhone15
2024-01-15,849.0,121,T2,iPhone15
2024-01-16,849.0,122,T2,iPhone15
2024-01-17,849.0,123,T2,iPhone15
2024-01-18,879.0,124,T2,iPhone15
2024-01-19,849.0,125,T2,iPhone15
2024-01-20,849.0,126,T2,iPhone15
2024-01-21,849.0,127,T2,iPhone15
2024-01-22,849.0,128,T2,iPhone15
2024-01-23,849.0,129,T2,iPhone15
2024-01-24,849.0,130,T2,iPhone15
2024-01-25,849.0,131,T2,iPhone15
2024-01-26,849.0,132,T2,iPhone15
2024-01-27,849.0,133,T2,iPhone15
2024-01-28,849.0,134,T2,iPhone15
2024-01-29,849.0,135,T2,iPhone15
2024-01-30,849.0,136,T2,iPhone15
2024-01-31,849.0,137,T2,iPhone15
2024-02-01,849.0,138,T2,iPhone15
2024-02-02,849.0,139,T2,iPhone15
2024-02-03,849.0,140,T2,iPhone15
2024-02-04,849.0,141,T2,iPhone15
2024-02-05,849.0,142,T2,iPhone15
2024-02-06,849.0,143,T2,iPhone15
2024-02-07,849.0,144,T2,iPhone15
2024-02-08,849.0,145,T2,iPhone15
2024-02-09,825.0,146,T2,iPhone15
2024-02-10,825.0,147,T2,iPhone15
2024-02-11,825.0,148,T2,iPhone15
2024-02-12,829.0,149,T2,iPhone15
2024-02-13,829.0,150,T2,iPhone15
2024-02-14,829.0,151,T2,iPhone15
2024-02-15,799.0,152,T2,iPhone15
2024-02-16,799.0,153,T2,iPhone15
2024-02-17,799.0,154,T2,iPhone15
2024-02-18,799.0,155,T2,iPhone15
2024-02-19,799.0,156,T2,iPhone15
2024-02-20,799.0,157,T2,iPhone15
2024-02-21,799.0,158,T2,iPhone15
2024-02-22,799.0,159,T2,iPhone15
2024-02-23,799.0,160,T2,iPhone15
2024-02-24,799.0,161,T2,iPhone15
2024-02-25,799.0,162,T2,iPhone15
2024-02-26,799.0,163,T2,iPhone15
2024-02-27,799.0,164,T2,iPhone15
2024-02-28,799.0,165,T2,iPhone15
2024-02-29,799.0,166,T2,iPhone15
2024-03-01,799.0,167,T2,iPhone15
2024-03-02,799.0,168,T2,iPhone15
2024-03-03,799.0,169,T2,iPhone15
2024-03-04,799.0,170,T2,iPhone15
2024-03-05,799.0,171,T2,iPhone15
2024-03-06,819.0,172,T2,iPhone15
2024-03-07,819.0,173,T2,iPhone15
2024-03-08,819.0,174,T2,iPhone15
2024-03-09,819.0,175,T2,iPhone15
2024-03-10,819.0,176,T2,iPhone15
2024-03-11,819.0,177,T2,iPhone15
2024-03-12,799.9,178,T2,iPhone15
2024-03-13,799.9,179,T2,iPhone15
2024-03-14,799.0,180,T2,iPhone15
2024-03-15,799.0,181,T3,iPhone15
2024-03-16,799.0,182,T3,iPhone15
2024-03-17,799.0,183,T3,iPhone15
2024-03-18,799.0,184,T3,iPhone15
2024-03-19,799.0,185,T3,iPhone15
2024-03-20,799.0,186,T3,iPhone15
2024-03-21,799.0,187,T3,iPhone15
2024-03-22,799.0,188,T3,iPhone15
2024-03-23,799.0,189,T3,iPhone15
2024-03-24,799.0,190,T3,iPhone15
2024-03-25,799.0,191,T3,iPhone15
2024-03-26,799.0,192,T3,iPhone15
2024-03-27,799.0,193,T3,iPhone15
2024-03-28,799.0,194,T3,iPhone15
2024-03-29,799.0,195,T3,iPhone15
2024-03-30,799.0,196,T3,iPhone15
2024-03-31,799.0,197,T3,iPhone15
2024-04-01,799.0,198,T3,iPhone15
2024-04-02,799.0,199,T3,iPhone15
2024-04-03,799.0,200,T3,iPhone15
2024-04-04,799.0,201,T3,iPhone15
2024-04-05,799.0,202,T3,iPhone15
2024-04-06,799.0,203,T3,iPhone15
2024-04-07,799.0,204,T3,iPhone15
2024-04-08,799.0,205,T3,iPhone15
2024-04-09,799.0,206,T3,iPhone15
2024-04-10,799.0,207,T3,iPhone15
2024-04-11,779.0,208,T3,iPhone15
2024-04-12,779.0,209,T3,iPhone15
2024-04-13,779.0,210,T3,iPhone15
2024-04-14,779.0,211,T3,iPhone15
2024-04-15,779.0,212,T3,iPhone15
2024-04-16,779.0,213,T3,iPhone15
2024-04-17,779.0,214,T3,iPhone15
2024-04-18,769.99,215,T3,iPhone15
2024-04-19,769.99,216,T3,iPhone15
2024-04-20,769.99,217,T3,iPhone15
2024-04-21,769.99,218,T3,iPhone15
2024-04-22,779.0,219,T3,iPhone15
2024-04-23,779.0,220,T3,iPhone15
2024-04-24,779.0,221,T3,iPhone15
2024-04-25,769.0,222,T3,iPhone15
2024-04-26,769.0,223,T3,iPhone15
2024-04-27,769.0,224,T3,iPhone15
2024-04-28,769.0,225,T3,iPhone15
2024-04-29,769.0,226,T3,iPhone15
2024-04-30,769.0,227,T3,iPhone15
2024-05-01,769.0,228,T3,iPhone15
2024-05-02,799.0,229,T3,iPhone15
2024-05-03,779.0,230,T3,iPhone15
2024-05-04,779.0,231,T3,iPhone15
2024-05-05,779.0,232,T3,iPhone15
2024-05-06,779.0,233,T3,iPhone15
2024-05-07,779.0,234,T3,iPhone15
2024-05-08,779.0,235,T3,iPhone15
2024-05-09,779.0,236,T3,iPhone15
2024-05-10,779.0,237,T3,iPhone15
2024-05-11,779.0,238,T3,iPhone15
2024-05-12,779.0,239,T3,iPhone15
2024-05-13,779.0,240,T3,iPhone15
2024-05-15,749.0,242,T3,iPhone15
2024-05-16,779.0,243,T3,iPhone15
2024-05-17,779.0,244,T3,iPhone15
2024-05-18,779.0,245,T3,iPhone15
2024-05-19,779.0,246,T3,iPhone15
2024-05-20,779.0,247,T3,iPhone15
2024-05-21,779.0,248,T3,iPhone15
2024-05-22,779.0,249,T3,iPhone15
2024-05-23,749.0,250,T3,iPhone15
2024-05-24,749.0,251,T3,iPhone15
2024-05-25,749.0,252,T3,iPhone15
2024-05-26,749.0,253,T3,iPhone15
2024-05-27,749.0,254,T3,iPhone15
2024-05-28,749.0,255,T3,iPhone15
2024-05-29,749.0,256,T3,iPhone15
2024-05-30,749.0,257,T3,iPhone15
2024-05-31,749.0,258,T3,iPhone15
2024-06-01,749.0,259,T3,iPhone15
2024-06-02,799.0,260,T3,iPhone15
2024-06-02,799.0,260,T3,iPhone15
2024-06-05,759.0,263,T3,iPhone15
2024-06-06,779.0,264,T3,iPhone15
2024-06-07,779.0,265,T3,iPhone15
2024-06-08,779.0,266,T3,iPhone15
2024-06-09,779.0,267,T3,iPhone15
2024-06-10,779.0,268,T3,iPhone15
2024-06-11,779.0,269,T3,iPhone15
2024-06-12,779.0,270,T3,iPhone15
2024-06-13,779.0,271,T4,iPhone15
2024-06-14,779.0,272,T4,iPhone15
2024-06-15,779.0,273,T4,iPhone15
2024-06-16,779.0,274,T4,iPhone15
2024-06-17,779.0,275,T4,iPhone15
2024-06-18,779.0,276,T4,iPhone15
2024-06-19,779.0,277,T4,iPhone15
2024-06-20,779.0,278,T4,iPhone15
2024-06-21,779.0,279,T4,iPhone15
2024-06-22,779.0,280,T4,iPhone15
2024-06-23,779.0,281,T4,iPhone15
2024-06-24,779.0,282,T4,iPhone15
2024-06-25,779.0,283,T4,iPhone15
2024-06-26,779.0,284,T4,iPhone15
2024-06-27,779.0,285,T4,iPhone15
2024-06-28,779.0,286,T4,iPhone15
2024-06-29,779.0,287,T4,iPhone15
2024-06-30,779.0,288,T4,iPhone15
2024-07-01,779.0,289,T4,iPhone15
2024-07-02,779.0,290,T4,iPhone15
2024-07-03,779.0,291,T4,iPhone15
2024-07-04,779.0,292,T4,iPhone15
2024-07-05,819.0,293,T4,iPhone15
2024-07-06,749.0,294,T4,iPhone15
2024-07-07,749.0,295,T4,iPhone15
2024-07-08,749.0,296,T4,iPhone15
2024-07-09,749.0,297,T4,iPhone15
2024-07-10,749.0,298,T4,iPhone15
2024-07-11,749.0,299,T4,iPhone15
2024-07-12,749.0,300,T4,iPhone15
2024-07-13,749.0,301,T4,iPhone15
2024-07-14,749.0,302,T4,iPhone15
2024-07-15,749.0,303,T4,iPhone15
2024-07-16,749.0,304,T4,iPhone15
2024-07-17,749.0,305,T4,iPhone15
2024-07-18,749.0,306,T4,iPhone15
2024-07-19,749.0,307,T4,iPhone15
2024-07-20,749.0,308,T4,iPhone15
2024-07-21,749.0,309,T4,iPhone15
2024-07-22,769.0,310,T4,iPhone15
2024-07-23,769.0,311,T4,iPhone15
2024-07-24,769.0,312,T4,iPhone15
2024-07-25,769.0,313,T4,iPhone15
2024-07-26,769.0,314,T4,iPhone15
2024-07-27,769.0,315,T4,iPhone15
2024-07-28,769.0,316,T4,iPhone15
2024-07-29,769.0,317,T4,iPhone15
2024-07-30,769.0,318,T4,iPhone15
2024-07-31,769.0,319,T4,iPhone15
2024-08-01,769.0,320,T4,iPhone15
2024-08-02,769.0,321,T4,iPhone15
2024-08-03,769.0,322,T4,iPhone15
2024-08-04,769.0,323,T4,iPhone15
2024-08-05,769.0,324,T4,iPhone15
2024-08-06,769.0,325,T4,iPhone15
2024-08-07,769.0,326,T4,iPhone15
2024-08-08,769.0,327,T4,iPhone15
2024-08-09,769.0,328,T4,iPhone15
2024-08-10,769.0,329,T4,iPhone15
2024-08-11,769.0,330,T4,iPhone15
2024-08-12,769.0,331,T4,iPhone15
2024-08-13,769.0,332,T4,iPhone15
2024-08-14,769.0,333,T4,iPhone15
2024-08-15,769.0,334,T4,iPhone15
2024-08-16,769.0,335,T4,iPhone15
2024-08-17,769.0,336,T4,iPhone15
2024-08-18,769.0,337,T4,iPhone15
2024-08-19,769.0,338,T4,iPhone15
2024-08-20,769.0,339,T4,iPhone15
2024-08-21,769.0,340,T4,iPhone15
2024-08-22,769.0,341,T4,iPhone15
2024-08-23,769.0,342,T4,iPhone15
2024-08-24,769.0,343,T4,iPhone15
2024-08-25,769.0,344,T4,iPhone15
2024-08-26,769.0,345,T4,iPhone15
2024-08-27,769.0,346,T4,iPhone15
2024-08-28,769.0,347,T4,iPhone15
2024-08-29,769.0,348,T4,iPhone15
2024-08-30,769.0,349,T4,iPhone15
2024-08-31,769.0,350,T4,iPhone15
2024-09-01,769.0,351,T4,iPhone15
2024-09-02,769.0,352,T4,iPhone15
2024-09-03,769.0,353,T4,iPhone15
2024-09-04,769.0,354,T4,iPhone15
2024-09-05,769.0,355,T4,iPhone15
2024-09-06,769.0,356,T4,iPhone15
2024-09-07,769.0,357,T4,iPhone15
2024-09-08,769.0,358,T4,iPhone15
2024-09-09,769.0,359,T4,iPhone15
2024-09-10,769.0,360,T4,iPhone15
2024-09-11,769.0,361,T4,iPhone15
2024-09-12,789.0,362,T4,iPhone15
2024-09-13,789.0,363,T4,iPhone15
2024-09-14,789.0,364,T4,iPhone15
2024-09-15,759.0,365,T4,iPhone15
2024-09-16,759.0,366,T5,iPhone15
2024-09-17,759.0,367,T5,iPhone15
2024-09-18,759.0,368,T5,iPhone15
2024-09-19,759.0,369,T5,iPhone15
2024-09-20,759.0,370,T5,iPhone15
2024-09-21,759.0,371,T5,iPhone15
2024-09-22,759.0,372,T5,iPhone15
2024-09-23,759.0,373,T5,iPhone15
2024-09-24,759.0,374,T5,iPhone15
2024-09-25,759.0,375,T5,iPhone15
2024-09-26,759.0,376,T5,iPhone15
2024-09-27,769.0,377,T5,iPhone15
2024-09-28,769.0,378,T5,iPhone15
2024-09-29,769.0,379,T5,iPhone15
2024-09-30,769.0,380,T5,iPhone15
2024-10-01,769.0,381,T5,iPhone15
2024-10-02,789.0,382,T5,iPhone15
2024-10-03,789.0,383,T5,iPhone15
2024-10-04,749.0,384,T5,iPhone15
2024-10-05,719.0,385,T5,iPhone15
2024-10-06,719.0,386,T5,iPhone15
2024-10-07,719.0,387,T5,iPhone15
2024-10-08,719.0,388,T5,iPhone15
2024-10-09,719.0,389,T5,iPhone15
2024-10-10,719.0,390,T5,iPhone15
2024-10-11,719.0,391,T5,iPhone15
2024-10-12,719.0,392,T5,iPhone15
2024-10-13,719.0,393,T5,iPhone15
2024-10-14,719.0,394,T5,iPhone15
2024-10-15,719.0,395,T5,iPhone15
2024-10-16,729.0,396,T5,iPhone15
2024-10-17,729.0,397,T5,iPhone15
2024-10-18,729.0,398,T5,iPhone15
2024-10-19,729.0,399,T5,iPhone15
2024-10-20,729.0,400,T5,iPhone15
2024-10-21,799.0,401,T5,iPhone15
2024-10-22,769.0,402,T5,iPhone15
2024-10-23,769.0,403,T5,iPhone15
2024-10-24,769.0,404,T5,iPhone15
2024-10-25,769.0,405,T5,iPhone15
2024-10-26,769.0,406,T5,iPhone15
2024-10-27,769.0,407,T5,iPhone15
2024-10-28,769.0,408,T5,iPhone15
2024-10-29,769.0,409,T5,iPhone15
2024-10-30,769.0,410,T5,iPhone15
2024-10-31,769.0,411,T5,iPhone15
2024-11-01,749.0,412,T5,iPhone15
2024-11-02,749.0,413,T5,iPhone15
2024-11-03,749.0,414,T5,iPhone15
2024-11-04,749.0,415,T5,iPhone15
2024-11-05,749.0,416,T5,iPhone15
2024-11-06,749.0,417,T5,iPhone15
2024-11-07,749.0,418,T5,iPhone15
2024-11-08,749.0,419,T5,iPhone15
2024-11-09,749.0,420,T5,iPhone15
2024-11-10,749.0,421,T5,iPhone15
2024-11-11,749.0,422,T5,iPhone15
2024-11-12,749.0,423,T5,iPhone15
2024-11-13,749.0,424,T5,iPhone15
2024-11-14,731.99,425,T5,iPhone15
2024-11-15,701.99,426,T5,iPhone15
2024-11-16,701.99,427,T5,iPhone15
2024-11-17,701.99,428,T5,iPhone15
2024-11-18,701.99,429,T5,iPhone15
2024-11-19,731.99,430,T5,iPhone15
2024-11-20,731.99,431,T5,iPhone15
2024-11-21,691.99,432,T5,iPhone15
2024-11-22,691.99,433,T5,iPhone15
2024-11-23,691.99,434,T5,iPhone15
2024-11-24,691.99,435,T5,iPhone15
2024-11-25,691.99,436,T5,iPhone15
2024-11-26,691.99,437,T5,iPhone15
2024-11-27,691.99,438,T5,iPhone15
2024-11-28,691.99,439,T5,iPhone15
2024-11-29,691.99,440,T5,iPhone15
2024-11-30,691.99,441,T5,iPhone15
2024-12-01,691.99,442,T5,iPhone15
2024-12-02,691.99,443,T5,iPhone15
2024-12-03,749.0,444,T5,iPhone15
2024-12-04,749.0,445,T5,iPhone15
2024-12-05,749.0,446,T5,iPhone15
2024-12-06,699.0,447,T5,iPhone15
2024-12-07,703.99,448,T5,iPhone15
2024-12-08,699.0,449,T5,iPhone15
2024-12-09,699.0,450,T5,iPhone15
2024-12-10,699.0,451,T5,iPhone15
2024-12-11,699.0,452,T5,iPhone15
2024-12-12,701.99,453,T5,iPhone15
2024-12-13,699.0,454,T5,iPhone15
2024-12-14,699.0,455,T5,iPhone15
2024-12-15,699.0,456,T6,iPhone15
2024-12-16,749.0,457,T6,iPhone15
2024-12-17,749.0,458,T6,iPhone15
2024-12-18,731.99,459,T6,iPhone15
2024-12-19,731.99,460,T6,iPhone15
2024-12-20,731.99,461,T6,iPhone15
2024-12-21,731.99,462,T6,iPhone15
2024-12-22,731.99,463,T6,iPhone15
2024-12-23,731.99,464,T6,iPhone15
2024-12-24,731.99,465,T6,iPhone15
2024-12-25,731.99,466,T6,iPhone15
2024-12-26,731.99,467,T6,iPhone15
2024-12-27,731.99,468,T6,iPhone15
2024-12-28,731.99,469,T6,iPhone15
2024-12-29,731.99,470,T6,iPhone15
2024-12-30,731.99,471,T6,iPhone15
2024-12-31,731.99,472,T6,iPhone15
2025-01-01,731.99,473,T6,iPhone15
2025-01-02,731.99,474,T6,iPhone15
2025-01-03,731.99,475,T6,iPhone15
2025-01-04,731.99,476,T6,iPhone15
2025-01-05,731.99,477,T6,iPhone15
2025-01-06,731.99,478,T6,iPhone15
2025-01-07,731.99,479,T6,iPhone15
2025-01-08,731.99,480,T6,iPhone15
2025-01-09,731.99,481,T6,iPhone15
2025-01-10,731.99,482,T6,iPhone15
2025-01-11,731.99,483,T6,iPhone15
2025-01-12,731.99,484,T6,iPhone15
2025-01-13,731.99,485,T6,iPhone15
2025-01-14,731.99,486,T6,iPhone15
2025-01-15,731.99,487,T6,iPhone15
2025-01-16,731.99,488,T6,iPhone15
2025-01-17,731.99,489,T6,iPhone15
2025-01-18,731.99,490,T6,iPhone15
2025-01-19,731.99,491,T6,iPhone15
2025-01-20,731.99,492,T6,iPhone15
2025-01-21,731.99,493,T6,iPhone15
2025-01-22,731.99,494,T6,iPhone15
2025-01-23,731.99,495,T6,iPhone15
2025-01-24,699.0,496,T6,iPhone15
2025-01-25,699.0,497,T6,iPhone15
2025-01-26,699.0,498,T6,iPhone15
2025-01-27,731.99,499,T6,iPhone15
2025-01-28,731.99,500,T6,iPhone15
2025-01-29,731.99,501,T6,iPhone15
2025-01-30,731.99,502,T6,iPhone15
2025-01-31,731.99,503,T6,iPhone15
2025-02-01,699.0,504,T6,iPhone15
2025-02-02,699.0,505,T6,iPhone15
2025-02-03,699.0,506,T6,iPhone15
2025-02-04,699.0,507,T6,iPhone15
2025-02-05,729.0,508,T6,iPhone15
2025-02-06,749.0,509,T6,iPhone15
2025-02-07,741.99,510,T6,iPhone15
2025-02-08,741.99,511,T6,iPhone15
2025-02-09,741.99,512,T6,iPhone15
2025-02-10,741.99,513,T6,iPhone15
2025-02-11,741.99,514,T6,iPhone15
2025-02-12,741.99,515,T6,iPhone15
2025-02-13,739.0,516,T6,iPhone15
2025-02-14,739.0,517,T6,iPhone15
2025-02-15,749.0,518,T6,iPhone15
2025-02-16,749.0,519,T6,iPhone15
2025-02-17,749.0,520,T6,iPhone15
2025-02-18,749.0,521,T6,iPhone15
2025-02-19,749.0,522,T6,iPhone15
2025-02-20,729.0,523,T6,iPhone15
2025-02-21,749.0,524,T6,iPhone15
2025-02-22,749.0,525,T6,iPhone15
2025-02-23,749.0,526,T6,iPhone15
2025-02-24,749.0,527,T6,iPhone15
2025-02-25,749.0,528,T6,iPhone15
2025-02-26,749.0,529,T6,iPhone15
2025-02-27,699.0,530,T6,iPhone15
2025-02-28,699.0,531,T6,iPhone15
2025-03-01,701.99,532,T6,iPhone15
2025-03-02,701.99,533,T6,iPhone15
2025-03-03,701.99,534,T6,iPhone15
2025-03-04,701.99,535,T6,iPhone15
2025-03-05,701.99,536,T6,iPhone15
2025-03-06,749.0,537,T6,iPhone15
2025-03-07,741.99,538,T6,iPhone15
2025-03-08,731.99,539,T6,iPhone15
2025-03-09,731.99,540,T6,iPhone15
2025-03-10,731.99,541,T6,iPhone15
2025-03-11,731.99,542,T6,iPhone15
2025-03-12,731.99,543,T6,iPhone15
2025-03-13,729.0,544,T6,iPhone15
2025-03-14,699.0,545,T6,iPhone15
2025-03-15,699.0,546,T7,iPhone15
2025-03-16,699.0,547,T7,iPhone15
2025-03-17,729.0,548,T7,iPhone15
2025-03-18,729.0,549,T7,iPhone15
2025-03-19,729.0,550,T7,iPhone15
2025-03-20,699.0,551,T7,iPhone15
2025-03-21,699.0,552,T7,iPhone15
2025-03-22,699.0,553,T7,iPhone15
2025-03-23,699.0,554,T7,iPhone15
2025-03-24,699.0,555,T7,iPhone15
2025-03-25,719.0,556,T7,iPhone15
2025-03-26,719.0,557,T7,iPhone15
2025-03-27,719.0,558,T7,iPhone15
2025-03-28,719.0,559,T7,iPhone15
2025-03-29,719.0,560,T7,iPhone15
2025-03-30,719.0,561,T7,iPhone15
2025-03-31,719.0,562,T7,iPhone15
2025-04-01,719.0,563,T7,iPhone15
2025-04-02,719.0,564,T7,iPhone15
2025-04-03,699.0,565,T7,iPhone15
2025-04-04,699.0,566,T7,iPhone15
2025-04-05,699.0,567,T7,iPhone15
2025-04-06,699.0,568,T7,iPhone15
2025-04-07,699.0,569,T7,iPhone15
2025-04-08,699.0,570,T7,iPhone15
2025-04-09,699.0,571,T7,iPhone15
2025-04-10,699.0,572,T7,iPhone15
2025-04-11,699.0,573,T7,iPhone15
2025-04-12,699.0,574,T7,iPhone15
2025-04-13,699.0,575,T7,iPhone15
2025-04-14,699.0,576,T7,iPhone15
2025-04-15,699.0,577,T7,iPhone15
2025-04-16,699.0,578,T7,iPhone15
2025-04-17,699.0,579,T7,iPhone15
2025-04-18,699.0,580,T7,iPhone15
2025-04-19,699.0,581,T7,iPhone15
2025-04-20,699.0,582,T7,iPhone15
2025-04-21,699.0,583,T7,iPhone15
2025-04-22,699.0,584,T7,iPhone15
2025-04-23,699.0,585,T7,iPhone15
2025-04-24,699.0,586,T7,iPhone15
2025-04-25,699.0,587,T7,iPhone15
2025-04-26,699.0,588,T7,iPhone15
2025-04-27,699.0,589,T7,iPhone15
2025-04-28,699.0,590,T7,iPhone15
2025-04-29,699.0,591,T7,iPhone15
2025-04-30,699.0,592,T7,iPhone15
2025-05-01,699.0,593,T7,iPhone15
2025-05-02,699.0,594,T7,iPhone15
2025-05-03,699.0,595,T7,iPhone15
2025-05-04,699.0,596,T7,iPhone15
2025-05-05,699.0,597,T7,iPhone15
2025-05-06,699.0,598,T7,iPhone15
2025-05-07,699.0,599,T7,iPhone15
2025-05-08,699.0,600,T7,iPhone15
2025-05-09,699.0,601,T7,iPhone15
2025-05-10,699.0,602,T7,iPhone15
2025-05-11,699.0,603,T7,iPhone15
2025-05-12,699.0,604,T7,iPhone15
2025-05-13,699.0,605,T7,iPhone15
2025-05-14,699.0,606,T7,iPhone15
2025-05-15,699.0,607,T7,iPhone15
2025-05-16,669.0,608,T7,iPhone15
2025-05-17,669.0,609,T7,iPhone15
2025-05-18,669.0,610,T7,iPhone15
2025-05-19,669.0,611,T7,iPhone15
2025-05-20,699.0,612,T7,iPhone15
2025-05-21,699.0,613,T7,iPhone15
2025-05-22,669.0,614,T7,iPhone15
2025-05-23,649.0,615,T7,iPhone15
2025-05-24,645.0,616,T7,iPhone15
2025-05-25,645.0,617,T7,iPhone15
2025-05-26,645.0,618,T7,iPhone15
2025-05-27,645.0,619,T7,iPhone15
2025-05-28,645.0,620,T7,iPhone15
2025-05-29,645.0,621,T7,iPhone15
2025-05-30,645.0,622,T7,iPhone15
2025-05-31,729.0,623,T7,iPhone15
2025-06-01,645.0,624,T7,iPhone15
2025-06-02,645.0,625,T7,iPhone15
2025-06-03,645.0,626,T7,iPhone15
2025-06-04,645.0,627,T7,iPhone15
2025-06-05,699.0,628,T7,iPhone15
2025-06-06,679.0,629,T7,iPhone15
2025-06-07,679.0,630,T7,iPhone15
2025-06-08,679.0,631,T7,iPhone15
2025-06-09,679.0,632,T7,iPhone15
2025-06-10,679.0,633,T7,iPhone15
2025-06-11,669.0,634,T7,iPhone15
